Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-15MAY26-81000-C,2026-04-28,2026-04-28,BTC-15MAY26-export.csv,BTC,15MAY26,81000,C,2026-05-15,17,76408,0.01,0.0095,0.0105,0.01,764.08,725.876,802.2840000000001,764.08
BTC-15MAY26-82000-C,2026-04-28,2026-04-28,BTC-15MAY26-export.csv,BTC,15MAY26,82000,C,2026-05-15,17,76408,0.0075,0.007,0.008,0.0076,573.06,534.856,611.264,580.7008
BTC-15MAY26-84000-C,2026-04-28,2026-04-28,BTC-15MAY26-export.csv,BTC,15MAY26,84000,C,2026-05-15,17,76408,0.0037,0.0039,0.0043,0.0041,282.7096,297.9912,328.5544,313.2728
BTC-15MAY26-86000-C,2026-04-28,2026-04-28,BTC-15MAY26-export.csv,BTC,15MAY26,86000,C,2026-05-15,17,76408,0.0023,0.0021,0.0024,0.0022,175.73839999999998,160.4568,183.3792,168.0976
BTC-15MAY26-90000-C,2026-04-28,2026-04-28,BTC-15MAY26-export.csv,BTC,15MAY26,90000,C,2026-05-15,17,76408,0.0009,0.0007,0.0009,0.0008,68.7672,53.4856,68.7672,61.126400000000004
BTC-1MAY26-79000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,79000,C,2026-05-01,3,76408,0.0023,0.002,0.0024,0.0022,175.73839999999998,152.816,183.3792,168.0976
BTC-1MAY26-80000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,80000,C,2026-05-01,3,76408,0.001,0.001,0.0011,0.001,76.408,76.408,84.0488,76.408
BTC-1MAY26-81000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,81000,C,2026-05-01,3,76408,0.0005,0.0005,0.0007,0.0006,38.204,38.204,53.4856,45.8448
BTC-1MAY26-83000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,83000,C,2026-05-01,3,76408,0.0002,0.0001,0.0003,0.0002,15.281600000000001,7.6408000000000005,22.9224,15.281600000000001
BTC-1MAY26-84000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,84000,C,2026-05-01,3,76408,0.0001,0.0001,0.0002,0.0001,7.6408000000000005,7.6408000000000005,15.281600000000001,7.6408000000000005
BTC-1MAY26-85000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,85000,C,2026-05-01,3,76408,0.0001,,0.0001,0.0001,7.6408000000000005,,7.6408000000000005,7.6408000000000005
BTC-1MAY26-86000-C,2026-04-28,2026-04-28,BTC-1MAY26-export.csv,BTC,1MAY26,86000,C,2026-05-01,3,76408,0.0002,,0.0001,,15.281600000000001,,7.6408000000000005,
BTC-25DEC26-82000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,82000,C,2026-12-25,241,76408,0.132,0.1175,0.1195,0.1186,10085.856,8977.939999999999,9130.756,9061.9888
BTC-25DEC26-85000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,85000,C,2026-12-25,241,76408,0.1105,0.1035,0.105,0.104,8443.084,7908.227999999999,8022.84,7946.432
BTC-25DEC26-90000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,90000,C,2026-12-25,241,76408,0.0895,0.082,0.0835,0.0828,6838.516,6265.456,6380.068,6326.5824
BTC-25DEC26-95000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,95000,C,2026-12-25,241,76408,0.0705,0.065,0.0665,0.0658,5386.763999999999,4966.52,5081.1320000000005,5027.6464
BTC-25DEC26-98000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,98000,C,2026-12-25,241,76408,0.061,0.0565,0.058,0.0573,4660.888,4317.052,4431.664000000001,4378.1784
BTC-25DEC26-104000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,104000,C,2026-12-25,241,76408,0.0455,0.0425,0.044,0.0433,3476.564,3247.34,3361.9519999999998,3308.4664
BTC-25DEC26-110000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,110000,C,2026-12-25,241,76408,0.032,0.032,0.033,0.0329,2445.056,2445.056,2521.464,2513.8232
BTC-25DEC26-115000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,115000,C,2026-12-25,241,76408,0.0245,0.0255,0.0265,0.0261,1871.996,1948.4039999999998,2024.812,1994.2488
BTC-25DEC26-120000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,120000,C,2026-12-25,241,76408,0.0205,0.02,0.0215,0.0208,1566.364,1528.16,1642.772,1589.2864
BTC-25DEC26-130000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,130000,C,2026-12-25,241,76408,0.0155,0.013,0.014,0.0135,1184.324,993.304,1069.712,1031.508
BTC-25DEC26-135000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,135000,C,2026-12-25,241,76408,0.013,0.0105,0.0115,0.011,993.304,802.2840000000001,878.692,840.4879999999999
BTC-25DEC26-150000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,150000,C,2026-12-25,241,76408,0.0065,0.006,0.007,0.0065,496.652,458.44800000000004,534.856,496.652
BTC-25DEC26-160000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,160000,C,2026-12-25,241,76408,0.005,0.0043,0.005,0.0046,382.04,328.5544,382.04,351.47679999999997
BTC-25DEC26-170000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,170000,C,2026-12-25,241,76408,0.0037,0.0031,0.0039,0.0035,282.7096,236.8648,297.9912,267.428
BTC-25DEC26-180000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,180000,C,2026-12-25,241,76408,0.0025,0.0024,0.0031,0.0027,191.02,183.3792,236.8648,206.3016
BTC-25DEC26-190000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,190000,C,2026-12-25,241,76408,0.002,0.0019,0.0025,0.0022,152.816,145.1752,191.02,168.0976
BTC-25DEC26-200000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,200000,C,2026-12-25,241,76408,0.0016,0.0016,0.0019,0.0017,122.25280000000001,122.25280000000001,145.1752,129.8936
BTC-25DEC26-230000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,230000,C,2026-12-25,241,76408,0.001,0.001,0.0013,0.0011,76.408,76.408,99.3304,84.0488
BTC-25DEC26-240000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,240000,C,2026-12-25,241,76408,0.0008,0.0009,0.0012,0.001,61.126400000000004,68.7672,91.6896,76.408
BTC-25DEC26-250000-C,2026-04-28,2026-04-28,BTC-25DEC26-export.csv,BTC,25DEC26,250000,C,2026-12-25,241,76408,0.001,0.0007,0.0011,0.0008,76.408,53.4856,84.0488,61.126400000000004
BTC-25SEP26-84000-C,2026-04-28,2026-04-28,BTC-25SEP26-export.csv,BTC,25SEP26,84000,C,2026-09-25,150,76408,0.068,0.0695,0.0705,0.0701,5195.744000000001,5310.356000000001,5386.763999999999,5356.2008
BTC-25SEP26-88000-C,2026-04-28,2026-04-28,BTC-25SEP26-export.csv,BTC,25SEP26,88000,C,2026-09-25,150,76408,0.053,0.053,0.0545,0.0538,4049.624,4049.624,4164.236,4110.7504
BTC-25SEP26-90000-C,2026-04-28,2026-04-28,BTC-25SEP26-export.csv,BTC,25SEP26,90000,C,2026-09-25,150,76408,0.046,0.0465,0.0475,0.047,3514.768,3552.9719999999998,3629.38,3591.176
