Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-15MAY26-65000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,65000,C,2026-05-15,13,78170,,0.158,0.201,0.1691,,12350.86,15712.17,13218.547
BTC-15MAY26-72000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,72000,C,2026-05-15,13,78170,,0.049,0.1135,0.0841,,3830.33,8872.295,6574.097
BTC-15MAY26-73000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,73000,C,2026-05-15,13,78170,,0.0505,0.111,0.073,,3947.585,8676.87,5706.41
BTC-22MAY26-65000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,65000,C,2026-05-22,20,78170,,0.1365,0.1995,0.1706,,10670.205,15594.915,13335.802
BTC-22MAY26-68000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,68000,C,2026-05-22,20,78170,,0.0995,0.1645,0.1342,,7777.915,12858.965,10490.414
BTC-22MAY26-70000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,70000,C,2026-05-22,20,78170,,0.091,0.147,0.1109,,7113.47,11490.99,8669.053
BTC-22MAY26-72000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,72000,C,2026-05-22,20,78170,,0.0545,0.1235,0.0888,,4260.265,9653.995,6941.496
BTC-22MAY26-73000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,73000,C,2026-05-22,20,78170,,0.073,0.111,0.0784,,5706.41,8676.87,6128.528
BTC-22MAY26-74000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,74000,C,2026-05-22,20,78170,,0.041,0.082,0.0685,,3204.9700000000003,6409.9400000000005,5354.645
BTC-22MAY26-75000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,75000,C,2026-05-22,20,78170,,0.0565,0.061,0.0593,,4416.6050000000005,4768.37,4635.481
BTC-22MAY26-76000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,76000,C,2026-05-22,20,78170,,0.048,0.053,0.0507,,3752.16,4143.01,3963.219
BTC-26MAR27-55000-C,2026-05-02,2026-05-02,BTC-26MAR27-export.csv,BTC,26MAR27,55000,C,2027-03-26,328,78170,,0.355,0.3645,0.3605,,27750.35,28492.965,28180.285
BTC-29MAY26-48000-C,2026-05-02,2026-05-02,BTC-29MAY26-export.csv,BTC,29MAY26,48000,C,2026-05-29,27,78170,,0.379,0.3915,0.3864,,29626.43,30603.555,30204.888000000003
BTC-29MAY26-50000-C,2026-05-02,2026-05-02,BTC-29MAY26-export.csv,BTC,29MAY26,50000,C,2026-05-29,27,78170,,0.347,0.3635,0.361,,27124.989999999998,28414.795,28219.37
BTC-29MAY26-52000-C,2026-05-02,2026-05-02,BTC-29MAY26-export.csv,BTC,29MAY26,52000,C,2026-05-29,27,78170,,0.311,0.3555,0.3355,,24310.87,27789.434999999998,26226.035
BTC-29MAY26-56000-C,2026-05-02,2026-05-02,BTC-29MAY26-export.csv,BTC,29MAY26,56000,C,2026-05-29,27,78170,,0.2675,0.3145,0.2847,,20910.475000000002,24584.465,22254.999
BTC-29MAY26-57000-C,2026-05-02,2026-05-02,BTC-29MAY26-export.csv,BTC,29MAY26,57000,C,2026-05-29,27,78170,,0.26,0.302,0.272,,20324.2,23607.34,21262.24
BTC-31JUL26-56000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,56000,C,2026-07-31,90,78170,,0.262,0.3335,0.2959,,20480.54,26069.695,23130.503
BTC-31JUL26-58000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,58000,C,2026-07-31,90,78170,,0.237,0.3115,0.2725,,18526.29,24349.955,21301.325
BTC-31JUL26-60000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,60000,C,2026-07-31,90,78170,,0.213,0.29,0.2495,,16650.21,22669.3,19503.415
BTC-31JUL26-62000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,62000,C,2026-07-31,90,78170,,0.1895,0.2685,0.227,,14813.215,20988.645,17744.59
BTC-31JUL26-64000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,64000,C,2026-07-31,90,78170,,0.1665,0.248,0.205,,13015.305,19386.16,16024.849999999999
BTC-31JUL26-66000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,66000,C,2026-07-31,90,78170,,0.145,0.2285,0.184,,11334.65,17861.845,14383.28
BTC-31JUL26-67000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,67000,C,2026-07-31,90,78170,,0.1345,0.2185,0.1738,,10513.865,17080.145,13585.946
BTC-31JUL26-68000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,68000,C,2026-07-31,90,78170,,0.1245,0.2095,0.1641,,9732.165,16376.615,12827.697
BTC-31JUL26-69000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,69000,C,2026-07-31,90,78170,,0.1155,0.2005,0.1543,,9028.635,15673.085000000001,12061.631
BTC-31JUL26-71000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,71000,C,2026-07-31,90,78170,,0.0965,0.1825,0.136,,7543.405,14266.025,10631.12
BTC-31JUL26-72000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,72000,C,2026-07-31,90,78170,,0.1215,0.1735,0.1272,,9497.655,13562.494999999999,9943.224
BTC-31JUL26-73000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,73000,C,2026-07-31,90,78170,,0.1165,0.1215,0.1189,,9106.805,9497.655,9294.413
BTC-31JUL26-74000-C,2026-05-02,2026-05-02,BTC-31JUL26-export.csv,BTC,31JUL26,74000,C,2026-07-31,90,78170,,0.107,0.1135,0.1106,,8364.19,8872.295,8645.602
BTC-3MAY26-67000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,67000,C,2026-05-03,1,78170,,0.1285,0.1755,0.1429,,10044.845,13718.835,11170.493
BTC-3MAY26-68000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,68000,C,2026-05-03,1,78170,,0.0995,0.1345,0.1301,,7777.915,10513.865,10169.917
BTC-3MAY26-69000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,69000,C,2026-05-03,1,78170,,0.1135,0.145,0.1173,,8872.295,11334.65,9169.341
BTC-3MAY26-70000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,70000,C,2026-05-03,1,78170,,0.0825,0.109,0.1045,,6449.025000000001,8520.53,8168.764999999999
BTC-3MAY26-73000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,73000,C,2026-05-03,1,78170,,0.051,0.099,0.0661,,3986.6699999999996,7738.83,5167.037
BTC-3MAY26-73500-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,73500,C,2026-05-03,1,78170,,0.036,0.0795,0.0597,,2814.12,6214.515,4666.749
BTC-3MAY26-74000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,74000,C,2026-05-03,1,78170,,0.0395,0.058,0.0533,,3087.715,4533.860000000001,4166.461
BTC-3MAY26-86000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,86000,C,2026-05-03,1,78170,,,0.0001,,,,7.817,
BTC-3MAY26-87000-C,2026-05-02,2026-05-02,BTC-3MAY26-export.csv,BTC,3MAY26,87000,C,2026-05-03,1,78170,,,0.0001,,,,7.817,
BTC-4MAY26-67000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,67000,C,2026-05-04,2,78170,,0.1245,0.1755,0.1426,,9732.165,13718.835,11147.042
BTC-4MAY26-68000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,68000,C,2026-05-04,2,78170,,0.108,0.134,0.1298,,8442.36,10474.78,10146.466
BTC-4MAY26-69000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,69000,C,2026-05-04,2,78170,,0.1125,0.1465,0.117,,8794.125,11451.904999999999,9145.890000000001
BTC-4MAY26-70000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,70000,C,2026-05-04,2,78170,,0.0835,0.1175,0.1042,,6527.195000000001,9184.975,8145.314
BTC-4MAY26-73000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,73000,C,2026-05-04,2,78170,,0.0355,0.088,0.0659,,2775.035,6878.96,5151.403
BTC-4MAY26-73500-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,73500,C,2026-05-04,2,78170,,0.0285,0.0875,0.0596,,2227.8450000000003,6839.875,4658.932
BTC-4MAY26-74000-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,74000,C,2026-05-04,2,78170,,0.0395,0.088,0.0532,,3087.715,6878.96,4158.644
BTC-4MAY26-74500-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,74500,C,2026-05-04,2,78170,,0.042,0.0805,0.0468,,3283.1400000000003,6292.685,3658.356
BTC-4MAY26-75500-C,2026-05-02,2026-05-02,BTC-4MAY26-export.csv,BTC,4MAY26,75500,C,2026-05-04,2,78170,,0.028,0.0605,0.0342,,2188.76,4729.285,2673.414
BTC-5MAY26-68000-C,2026-05-02,2026-05-02,BTC-5MAY26-export.csv,BTC,5MAY26,68000,C,2026-05-05,3,78170,,0.1235,0.1595,0.1299,,9653.995,12468.115,10154.283
BTC-5MAY26-69000-C,2026-05-02,2026-05-02,BTC-5MAY26-export.csv,BTC,5MAY26,69000,C,2026-05-05,3,78170,,0.0985,0.1515,0.1172,,7699.745,11842.755,9161.524
BTC-5MAY26-70000-C,2026-05-02,2026-05-02,BTC-5MAY26-export.csv,BTC,5MAY26,70000,C,2026-05-05,3,78170,,0.068,0.1335,0.1044,,5315.56,10435.695,8160.948
