Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-15MAY26-81000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,81000,C,2026-05-15,13,78170,0.0135,0.0115,0.0125,0.012,1055.295,898.955,977.125,938.04
BTC-15MAY26-82000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,82000,C,2026-05-15,13,78170,0.0085,0.008,0.009,0.0085,664.445,625.36,703.53,664.445
BTC-15MAY26-84000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,84000,C,2026-05-15,13,78170,0.0043,0.0042,0.0045,0.0044,336.131,328.31399999999996,351.765,343.94800000000004
BTC-15MAY26-86000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,86000,C,2026-05-15,13,78170,0.0028,0.0021,0.0024,0.0023,218.876,164.15699999999998,187.60799999999998,179.791
BTC-15MAY26-90000-C,2026-05-02,2026-05-02,BTC-15MAY26-export.csv,BTC,15MAY26,90000,C,2026-05-15,13,78170,0.0007,0.0006,0.0009,0.0007,54.719,46.901999999999994,70.353,54.719
BTC-22MAY26-81000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,81000,C,2026-05-22,20,78170,0.02,0.018,0.019,0.0185,1563.4,1407.06,1485.23,1446.145
BTC-22MAY26-82000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,82000,C,2026-05-22,20,78170,0.015,0.014,0.015,0.0145,1172.55,1094.38,1172.55,1133.4650000000001
BTC-22MAY26-85000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,85000,C,2026-05-22,20,78170,0.0069,0.006,0.007,0.0066,539.373,469.02,547.19,515.922
BTC-22MAY26-86000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,86000,C,2026-05-22,20,78170,0.005,0.0049,0.0055,0.0052,390.85,383.033,429.935,406.484
BTC-22MAY26-90000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,90000,C,2026-05-22,20,78170,0.0019,0.0017,0.0019,0.0018,148.523,132.88899999999998,148.523,140.706
BTC-22MAY26-95000-C,2026-05-02,2026-05-02,BTC-22MAY26-export.csv,BTC,22MAY26,95000,C,2026-05-22,20,78170,0.0007,0.0006,0.0008,0.0007,54.719,46.901999999999994,62.536,54.719
BTC-25DEC26-82000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,82000,C,2026-12-25,237,78170,0.132,0.1245,0.126,0.1254,10318.44,9732.165,9849.42,9802.518
BTC-25DEC26-84000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,84000,C,2026-12-25,237,78170,0.1175,0.114,0.1155,0.1149,9184.975,8911.380000000001,9028.635,8981.733
BTC-25DEC26-86000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,86000,C,2026-12-25,237,78170,0.107,0.104,0.106,0.105,8364.19,8129.679999999999,8286.02,8207.85
BTC-25DEC26-88000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,88000,C,2026-12-25,237,78170,0.0975,0.0945,0.0965,0.0957,7621.575,7387.065,7543.405,7480.869
BTC-25DEC26-90000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,90000,C,2026-12-25,237,78170,0.09,0.086,0.088,0.0872,7035.3,6722.62,6878.96,6816.424
BTC-25DEC26-95000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,95000,C,2026-12-25,237,78170,0.0715,0.069,0.07,0.0695,5589.155,5393.7300000000005,5471.900000000001,5432.8150000000005
BTC-25DEC26-100000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,100000,C,2026-12-25,237,78170,0.055,0.054,0.0555,0.0547,4299.35,4221.18,4338.435,4275.899
BTC-25DEC26-102000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,102000,C,2026-12-25,237,78170,0.0505,0.049,0.051,0.05,3947.585,3830.33,3986.6699999999996,3908.5
BTC-25DEC26-105000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,105000,C,2026-12-25,237,78170,0.044,0.0425,0.044,0.0432,3439.48,3322.2250000000004,3439.48,3376.944
BTC-25DEC26-110000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,110000,C,2026-12-25,237,78170,0.0345,0.0335,0.035,0.0342,2696.8650000000002,2618.695,2735.9500000000003,2673.414
BTC-25DEC26-115000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,115000,C,2026-12-25,237,78170,0.0285,0.0265,0.028,0.0272,2227.8450000000003,2071.505,2188.76,2126.2239999999997
BTC-25DEC26-125000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,125000,C,2026-12-25,237,78170,0.018,0.0165,0.0185,0.0175,1407.06,1289.805,1446.145,1367.9750000000001
BTC-25DEC26-130000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,130000,C,2026-12-25,237,78170,0.014,0.013,0.015,0.014,1094.38,1016.2099999999999,1172.55,1094.38
BTC-25DEC26-140000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,140000,C,2026-12-25,237,78170,0.01,0.009,0.01,0.0095,781.7,703.53,781.7,742.615
BTC-25DEC26-150000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,150000,C,2026-12-25,237,78170,0.0075,0.0065,0.0075,0.0067,586.275,508.10499999999996,586.275,523.739
BTC-25DEC26-160000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,160000,C,2026-12-25,237,78170,0.005,0.005,0.0055,0.0052,390.85,390.85,429.935,406.484
BTC-25DEC26-170000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,170000,C,2026-12-25,237,78170,0.0038,0.0037,0.004,0.0038,297.046,289.229,312.68,297.046
BTC-25DEC26-200000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,200000,C,2026-12-25,237,78170,0.002,0.0016,0.002,0.0018,156.34,125.072,156.34,140.706
BTC-25DEC26-210000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,210000,C,2026-12-25,237,78170,0.0015,0.0015,0.0018,0.0016,117.255,117.255,140.706,125.072
BTC-25DEC26-220000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,220000,C,2026-12-25,237,78170,0.0011,0.0011,0.0017,0.0013,85.98700000000001,85.98700000000001,132.88899999999998,101.621
BTC-25DEC26-230000-C,2026-05-02,2026-05-02,BTC-25DEC26-export.csv,BTC,25DEC26,230000,C,2026-12-25,237,78170,0.0013,0.001,0.0015,0.0012,101.621,78.17,117.255,93.80399999999999
BTC-25SEP26-82000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,82000,C,2026-09-25,146,78170,0.0875,0.0845,0.0855,0.0851,6839.875,6605.365000000001,6683.535000000001,6652.267
BTC-25SEP26-84000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,84000,C,2026-09-25,146,78170,0.0745,0.0745,0.0755,0.075,5823.665,5823.665,5901.835,5862.75
BTC-25SEP26-88000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,88000,C,2026-09-25,146,78170,0.0575,0.057,0.058,0.0577,4494.775000000001,4455.6900000000005,4533.860000000001,4510.409
BTC-25SEP26-90000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,90000,C,2026-09-25,146,78170,0.0505,0.05,0.0505,0.0503,3947.585,3908.5,3947.585,3931.951
BTC-25SEP26-94000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,94000,C,2026-09-25,146,78170,0.0385,0.0375,0.0385,0.0381,3009.545,2931.375,3009.545,2978.277
BTC-25SEP26-95000-C,2026-05-02,2026-05-02,BTC-25SEP26-export.csv,BTC,25SEP26,95000,C,2026-09-25,146,78170,0.0365,0.035,0.036,0.0355,2853.205,2735.9500000000003,2814.12,2775.035
