Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-1MAY26-86000-C,2026-04-27,2026-04-27,BTC-1MAY26-export.csv,BTC,1MAY26,86000,C,2026-05-01,4,77335,0.0003,0.0001,0.0002,0.0001,23.200499999999998,7.7335,15.467,7.7335
BTC-25DEC26-86000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,86000,C,2026-12-25,242,77335,0.1075,0.103,0.105,0.1043,8313.5125,7965.504999999999,8120.174999999999,8066.0405
BTC-25DEC26-92000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,92000,C,2026-12-25,242,77335,0.084,0.079,0.081,0.0799,6496.14,6109.465,6264.135,6179.0665
BTC-25DEC26-94000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,94000,C,2026-12-25,242,77335,0.0785,0.0725,0.074,0.073,6070.7975,5606.787499999999,5722.79,5645.455
BTC-25DEC26-96000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,96000,C,2026-12-25,242,77335,0.069,0.066,0.0675,0.0666,5336.115000000001,5104.110000000001,5220.1125,5150.511
BTC-25DEC26-100000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,100000,C,2026-12-25,242,77335,0.0536,0.055,0.0565,0.0556,4145.156,4253.425,4369.4275,4299.826
BTC-25DEC26-104000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,104000,C,2026-12-25,242,77335,0.048,0.0455,0.047,0.0462,3712.08,3518.7425,3634.745,3572.877
BTC-25DEC26-110000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,110000,C,2026-12-25,242,77335,0.035,0.0345,0.036,0.0351,2706.7250000000004,2668.0575000000003,2784.06,2714.4584999999997
BTC-25DEC26-140000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,140000,C,2026-12-25,242,77335,0.01,0.0095,0.0105,0.01,773.35,734.6825,812.0175,773.35
BTC-25DEC26-210000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,210000,C,2026-12-25,242,77335,0.0015,0.0013,0.0016,0.0014,116.0025,100.5355,123.736,108.269
BTC-25DEC26-220000-C,2026-04-27,2026-04-27,BTC-25DEC26-export.csv,BTC,25DEC26,220000,C,2026-12-25,242,77335,0.0014,0.0011,0.0017,0.0013,108.269,85.0685,131.46949999999998,100.5355
BTC-25SEP26-86000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,86000,C,2026-09-25,151,77335,0.0675,0.0645,0.066,0.0653,5220.1125,4988.1075,5104.110000000001,5049.9755
BTC-25SEP26-92000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,92000,C,2026-09-25,151,77335,0.0445,0.0435,0.0445,0.0439,3441.4075,3364.0724999999998,3441.4075,3395.0065
BTC-25SEP26-95000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,95000,C,2026-09-25,151,77335,0.038,0.0355,0.0365,0.0358,2938.73,2745.3925,2822.7275,2768.593
BTC-25SEP26-98000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,98000,C,2026-09-25,151,77335,0.031,0.029,0.0295,0.0292,2397.3849999999998,2242.715,2281.3824999999997,2258.1820000000002
BTC-25SEP26-125000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,125000,C,2026-09-25,151,77335,0.0055,0.0048,0.0055,0.0051,425.3425,371.20799999999997,425.3425,394.4085
BTC-25SEP26-140000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,140000,C,2026-09-25,151,77335,0.0025,0.0021,0.0026,0.0023,193.3375,162.40349999999998,201.071,177.8705
BTC-25SEP26-155000-C,2026-04-27,2026-04-27,BTC-25SEP26-export.csv,BTC,25SEP26,155000,C,2026-09-25,151,77335,0.0013,0.0011,0.0014,0.0012,100.5355,85.0685,108.269,92.80199999999999
