Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-22MAY26-84000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,84000,C,2026-05-22,18,80081,0.0165,0.0135,0.0145,0.0141,1321.3365000000001,1081.0935,1161.1745,1129.1421
BTC-25DEC26-82000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,82000,C,2026-12-25,235,80081,0.1353,0.1355,0.1375,0.1368,10834.9593,10850.9755,11011.1375,10955.0808
BTC-25DEC26-90000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,90000,C,2026-12-25,235,80081,0.1,0.0965,0.098,0.0972,8008.1,7727.8165,7847.938,7783.8732
BTC-25DEC26-94000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,94000,C,2026-12-25,235,80081,0.084,0.0805,0.0825,0.0816,6726.804,6446.5205000000005,6606.6825,6534.609600000001
BTC-25DEC26-95000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,95000,C,2026-12-25,235,80081,0.074,0.077,0.079,0.078,5925.994,6166.237,6326.399,6246.318
BTC-25DEC26-98000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,98000,C,2026-12-25,235,80081,0.058,0.0675,0.069,0.0682,4644.698,5405.467500000001,5525.589000000001,5461.5242
BTC-25DEC26-102000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,102000,C,2026-12-25,235,80081,0.054,0.056,0.0575,0.0569,4324.374,4484.536,4604.6575,4556.6089
BTC-25DEC26-105000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,105000,C,2026-12-25,235,80081,0.051,0.049,0.0505,0.0498,4084.131,3923.969,4044.0905000000002,3988.0337999999997
BTC-25DEC26-115000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,115000,C,2026-12-25,235,80081,0.033,0.031,0.0325,0.0317,2642.6730000000002,2482.511,2602.6325,2538.5677
BTC-25DEC26-135000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,135000,C,2026-12-25,235,80081,0.014,0.013,0.014,0.0136,1121.134,1041.0529999999999,1121.134,1089.1016
BTC-25DEC26-220000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,220000,C,2026-12-25,235,80081,0.0011,0.0012,0.0014,0.0013,88.0891,96.09719999999999,112.1134,104.1053
BTC-25DEC26-250000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,250000,C,2026-12-25,235,80081,0.0008,0.0006,0.001,0.0008,64.0648,48.04859999999999,80.081,64.0648
BTC-25SEP26-85000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,85000,C,2026-09-25,144,80081,0.076,0.0795,0.081,0.0804,6086.156,6366.4395,6486.561000000001,6438.5124
BTC-25SEP26-86000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,86000,C,2026-09-25,144,80081,0.071,0.075,0.076,0.0755,5685.750999999999,6006.075,6086.156,6046.1155
BTC-25SEP26-88000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,88000,C,2026-09-25,144,80081,0.0655,0.066,0.067,0.0665,5245.3055,5285.3460000000005,5365.427000000001,5325.3865000000005
BTC-25SEP26-95000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,95000,C,2026-09-25,144,80081,0.0411,0.041,0.042,0.0417,3291.3291,3283.321,3363.402,3339.3777
BTC-25SEP26-100000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,100000,C,2026-09-25,144,80081,0.03,0.029,0.03,0.0295,2402.43,2322.349,2402.43,2362.3894999999998
BTC-25SEP26-155000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,155000,C,2026-09-25,144,80081,0.0011,0.0011,0.0012,0.0012,88.0891,88.0891,96.09719999999999,96.09719999999999
BTC-25SEP26-160000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,160000,C,2026-09-25,144,80081,0.0009,0.0009,0.0011,0.001,72.0729,72.0729,88.0891,80.081
BTC-25SEP26-180000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,180000,C,2026-09-25,144,80081,0.0004,0.0004,0.0007,0.0005,32.0324,32.0324,56.0567,40.0405
BTC-25SEP26-220000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,220000,C,2026-09-25,144,80081,0.0003,0.0001,0.0003,0.0002,24.024299999999997,8.0081,24.024299999999997,16.0162
BTC-26JUN26-86000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,86000,C,2026-06-26,53,80081,0.032,0.03,0.031,0.0307,2562.592,2402.43,2482.511,2458.4867
BTC-26JUN26-125000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,125000,C,2026-06-26,53,80081,0.0003,0.0003,0.0006,0.0004,24.024299999999997,24.024299999999997,48.04859999999999,32.0324
BTC-26JUN26-140000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,140000,C,2026-06-26,53,80081,0.0002,0.0001,0.0002,0.0002,16.0162,8.0081,16.0162,16.0162
BTC-26JUN26-145000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,145000,C,2026-06-26,53,80081,0.0002,0.0001,0.0002,0.0001,16.0162,8.0081,16.0162,8.0081
BTC-26JUN26-150000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,150000,C,2026-06-26,53,80081,0.0002,0.0001,0.0003,0.0001,16.0162,8.0081,24.024299999999997,8.0081
BTC-26JUN26-155000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,155000,C,2026-06-26,53,80081,0.0002,0.0001,0.0002,0.0001,16.0162,8.0081,16.0162,8.0081
BTC-26JUN26-160000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,160000,C,2026-06-26,53,80081,0.0002,0.0001,0.0002,0.0001,16.0162,8.0081,16.0162,8.0081
BTC-26JUN26-165000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,165000,C,2026-06-26,53,80081,0.0002,0.0001,0.0002,0.0001,16.0162,8.0081,16.0162,8.0081
BTC-26JUN26-180000-C,2026-05-04,2026-05-04,BTC-26JUN26-export.csv,BTC,26JUN26,180000,C,2026-06-26,53,80081,0.0002,0.0001,0.0003,0.0001,16.0162,8.0081,24.024299999999997,8.0081
BTC-26MAR27-88000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,88000,C,2027-03-26,326,80081,0.1215,0.1375,0.14,0.1386,9729.8415,11011.1375,11211.340000000002,11099.2266
BTC-26MAR27-90000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,90000,C,2027-03-26,326,80081,0.132,0.1285,0.1305,0.1295,10570.692000000001,10290.4085,10450.5705,10370.4895
BTC-26MAR27-92000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,92000,C,2027-03-26,326,80081,0.115,0.12,0.1225,0.1211,9209.315,9609.72,9809.9225,9697.8091
BTC-26MAR27-94000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,94000,C,2027-03-26,326,80081,0.104,0.112,0.114,0.113,8328.423999999999,8969.072,9129.234,9049.153
BTC-26MAR27-96000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,96000,C,2027-03-26,326,80081,0.096,0.1045,0.1065,0.1056,7687.776,8368.4645,8528.6265,8456.5536
BTC-26MAR27-100000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,100000,C,2027-03-26,326,80081,0.085,0.091,0.093,0.092,6806.885,7287.371,7447.533,7367.452
BTC-26MAR27-102000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,102000,C,2027-03-26,326,80081,0.072,0.0845,0.087,0.0858,5765.831999999999,6766.8445,6967.047,6870.9498
BTC-26MAR27-105000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,105000,C,2027-03-26,326,80081,0.077,0.076,0.0785,0.0774,6166.237,6086.156,6286.3585,6198.2694
BTC-26MAR27-115000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,115000,C,2027-03-26,326,80081,0.056,0.0535,0.0555,0.0546,4484.536,4284.3335,4444.4955,4372.4226
BTC-26MAR27-180000-C,2026-05-04,2026-05-04,BTC-26MAR27-export.csv,BTC,26MAR27,180000,C,2027-03-26,326,80081,0.0065,0.007,0.0085,0.0078,520.5264999999999,560.567,680.6885000000001,624.6318
BTC-29MAY26-82000-C,2026-05-04,2026-05-04,BTC-29MAY26-export.csv,BTC,29MAY26,82000,C,2026-05-29,25,80081,0.027,0.028,0.0285,0.0284,2162.187,2242.268,2282.3085,2274.3004
BTC-29MAY26-84000-C,2026-05-04,2026-05-04,BTC-29MAY26-export.csv,BTC,29MAY26,84000,C,2026-05-29,25,80081,0.022,0.019,0.02,0.0195,1761.782,1521.539,1601.6200000000001,1561.5795
BTC-29MAY26-95000-C,2026-05-04,2026-05-04,BTC-29MAY26-export.csv,BTC,29MAY26,95000,C,2026-05-29,25,80081,0.0021,0.0019,0.0022,0.0021,168.1701,152.1539,176.1782,168.1701
BTC-31JUL26-92000-C,2026-05-04,2026-05-04,BTC-31JUL26-export.csv,BTC,31JUL26,92000,C,2026-07-31,88,80081,0.0285,0.027,0.028,0.0277,2282.3085,2162.187,2242.268,2218.2437
BTC-31JUL26-102000-C,2026-05-04,2026-05-04,BTC-31JUL26-export.csv,BTC,31JUL26,102000,C,2026-07-31,88,80081,0.01,0.0095,0.0105,0.0102,800.8100000000001,760.7695,840.8505,816.8262000000001
BTC-5MAY26-81500-C,2026-05-04,2026-05-04,BTC-5MAY26-export.csv,BTC,5MAY26,81500,C,2026-05-05,1,80081,0.002,0.0006,0.0008,0.0007,160.162,48.04859999999999,64.0648,56.0567
BTC-5MAY26-83000-C,2026-05-04,2026-05-04,BTC-5MAY26-export.csv,BTC,5MAY26,83000,C,2026-05-05,1,80081,0.0004,,0.0002,0.0001,32.0324,,16.0162,8.0081
BTC-6MAY26-83000-C,2026-05-04,2026-05-04,BTC-6MAY26-export.csv,BTC,6MAY26,83000,C,2026-05-06,2,80081,0.0016,0.0007,0.0009,0.0008,128.1296,56.0567,72.0729,64.0648
BTC-7MAY26-81000-C,2026-05-04,2026-05-04,BTC-7MAY26-export.csv,BTC,7MAY26,81000,C,2026-05-07,3,80081,0.009,0.007,0.0075,0.0073,720.7289999999999,560.567,600.6075,584.5913
