Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-1MAY26-81000-C,2026-04-29,2026-04-29,BTC-1MAY26-export.csv,BTC,1MAY26,81000,C,2026-05-01,2,76226,0.0001,0.0001,0.0002,0.0001,7.6226,7.6226,15.2452,7.6226
BTC-1MAY26-84000-C,2026-04-29,2026-04-29,BTC-1MAY26-export.csv,BTC,1MAY26,84000,C,2026-05-01,2,76226,0.0002,,0.0001,,15.2452,,7.6226,
BTC-1MAY26-85000-C,2026-04-29,2026-04-29,BTC-1MAY26-export.csv,BTC,1MAY26,85000,C,2026-05-01,2,76226,0.0002,,0.0001,,15.2452,,7.6226,
BTC-1MAY26-90000-C,2026-04-29,2026-04-29,BTC-1MAY26-export.csv,BTC,1MAY26,90000,C,2026-05-01,2,76226,0.0001,,0.0001,,7.6226,,7.6226,
BTC-25DEC26-85000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,85000,C,2026-12-25,240,76226,0.102,0.102,0.103,0.1024,7775.052,7775.052,7851.277999999999,7805.5424
BTC-25DEC26-86000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,86000,C,2026-12-25,240,76226,0.1075,0.0965,0.0985,0.0976,8194.295,7355.809,7508.261,7439.6576000000005
BTC-25DEC26-90000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,90000,C,2026-12-25,240,76226,0.0895,0.08,0.082,0.0811,6822.227,6098.08,6250.532,6181.9286
BTC-25DEC26-92000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,92000,C,2026-12-25,240,76226,0.071,0.073,0.0745,0.0739,5412.045999999999,5564.498,5678.8369999999995,5633.1014
BTC-25DEC26-94000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,94000,C,2026-12-25,240,76226,0.0785,0.0665,0.068,0.0673,5983.741,5069.029,5183.368,5130.0098
BTC-25DEC26-96000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,96000,C,2026-12-25,240,76226,0.069,0.06,0.062,0.0613,5259.594,4573.5599999999995,4726.012,4672.6538
BTC-25DEC26-98000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,98000,C,2026-12-25,240,76226,0.061,0.0545,0.0565,0.0556,4649.786,4154.317,4306.769,4238.165599999999
BTC-25DEC26-102000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,102000,C,2026-12-25,240,76226,0.053,0.045,0.0465,0.0459,4039.978,3430.17,3544.509,3498.7734
BTC-25DEC26-104000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,104000,C,2026-12-25,240,76226,0.0455,0.041,0.0425,0.0418,3468.283,3125.266,3239.605,3186.2468
BTC-25DEC26-105000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,105000,C,2026-12-25,240,76226,0.047,0.039,0.0405,0.0399,3582.622,2972.814,3087.1530000000002,3041.4174
BTC-25DEC26-125000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,125000,C,2026-12-25,240,76226,0.019,0.015,0.0165,0.0159,1448.2939999999999,1143.3899999999999,1257.729,1211.9934
BTC-25DEC26-130000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,130000,C,2026-12-25,240,76226,0.013,0.012,0.013,0.0128,990.938,914.712,990.938,975.6928
BTC-25DEC26-140000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,140000,C,2026-12-25,240,76226,0.0095,0.008,0.009,0.0087,724.1469999999999,609.808,686.034,663.1662
BTC-25DEC26-180000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,180000,C,2026-12-25,240,76226,0.0025,0.0024,0.0031,0.0028,190.565,182.9424,236.3006,213.4328
BTC-25DEC26-200000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,200000,C,2026-12-25,240,76226,0.0019,0.0016,0.002,0.0018,144.8294,121.9616,152.452,137.2068
BTC-25DEC26-220000-C,2026-04-29,2026-04-29,BTC-25DEC26-export.csv,BTC,25DEC26,220000,C,2026-12-25,240,76226,0.0014,0.001,0.0015,0.0013,106.7164,76.226,114.339,99.0938
BTC-25SEP26-84000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,84000,C,2026-09-25,149,76226,0.063,0.0665,0.068,0.0673,4802.238,5069.029,5183.368,5130.0098
BTC-25SEP26-85000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,85000,C,2026-09-25,149,76226,0.0625,0.062,0.0635,0.0629,4764.125,4726.012,4840.351,4794.6154
BTC-25SEP26-86000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,86000,C,2026-09-25,149,76226,0.0655,0.058,0.0595,0.0588,4992.803,4421.108,4535.447,4482.0887999999995
BTC-25SEP26-90000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,90000,C,2026-09-25,149,76226,0.043,0.044,0.045,0.0445,3277.718,3353.944,3430.17,3392.057
BTC-25SEP26-95000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,95000,C,2026-09-25,149,76226,0.0325,0.0305,0.0315,0.0311,2477.3450000000003,2324.893,2401.119,2370.6286
BTC-25SEP26-105000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,105000,C,2026-09-25,149,76226,0.015,0.0145,0.0155,0.0152,1143.3899999999999,1105.277,1181.503,1158.6352
BTC-25SEP26-140000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,140000,C,2026-09-25,149,76226,0.0021,0.0019,0.002,0.0019,160.0746,144.8294,152.452,144.8294
BTC-25SEP26-165000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,165000,C,2026-09-25,149,76226,0.0008,0.0007,0.001,0.0009,60.9808,53.3582,76.226,68.6034
BTC-25SEP26-175000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,175000,C,2026-09-25,149,76226,0.0006,0.0005,0.0007,0.0006,45.7356,38.113,53.3582,45.7356
BTC-25SEP26-200000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,200000,C,2026-09-25,149,76226,0.0005,0.0003,0.0007,0.0004,38.113,22.8678,53.3582,30.4904
BTC-25SEP26-220000-C,2026-04-29,2026-04-29,BTC-25SEP26-export.csv,BTC,25SEP26,220000,C,2026-09-25,149,76226,0.0003,0.0001,0.0003,0.0002,22.8678,7.6226,22.8678,15.2452
BTC-26JUN26-84000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,84000,C,2026-06-26,58,76226,0.024,0.024,0.025,0.0245,1829.424,1829.424,1905.65,1867.537
BTC-26JUN26-115000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,115000,C,2026-06-26,58,76226,0.0007,0.0005,0.0006,0.0005,53.3582,38.113,45.7356,38.113
BTC-26JUN26-125000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,125000,C,2026-06-26,58,76226,0.0003,0.0003,0.0005,0.0003,22.8678,22.8678,38.113,22.8678
BTC-26JUN26-140000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,140000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0002,15.2452,7.6226,15.2452,15.2452
BTC-26JUN26-145000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,145000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0001,15.2452,7.6226,15.2452,7.6226
BTC-26JUN26-150000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,150000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0001,15.2452,7.6226,15.2452,7.6226
BTC-26JUN26-155000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,155000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0001,15.2452,7.6226,15.2452,7.6226
BTC-26JUN26-160000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,160000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0001,15.2452,7.6226,15.2452,7.6226
BTC-26JUN26-165000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,165000,C,2026-06-26,58,76226,0.0002,0.0001,0.0002,0.0001,15.2452,7.6226,15.2452,7.6226
BTC-26JUN26-180000-C,2026-04-29,2026-04-29,BTC-26JUN26-export.csv,BTC,26JUN26,180000,C,2026-06-26,58,76226,0.0002,0.0001,0.0003,0.0001,15.2452,7.6226,22.8678,7.6226
