Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-1MAY26-60000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,60000,C,2026-05-01,9,78203,,0.236,0.2405,0.2386,,18455.908,18807.8215,18659.235800000002
BTC-1MAY26-64000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,64000,C,2026-05-01,9,78203,,0.1865,0.19,0.1881,,14584.8595,14858.57,14709.9843
BTC-1MAY26-65000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,65000,C,2026-05-01,9,78203,,0.1725,0.1775,0.1755,,13490.017499999998,13881.0325,13724.626499999998
BTC-1MAY26-66000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,66000,C,2026-05-01,9,78203,,0.161,0.165,0.163,,12590.683,12903.495,12747.089
BTC-1MAY26-68000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,68000,C,2026-05-01,9,78203,,0.1365,0.1405,0.1381,,10674.7095,10987.5215,10799.8343
BTC-1MAY26-69000-C,2026-04-22,2026-04-22,BTC-1MAY26-export.csv,BTC,1MAY26,69000,C,2026-05-01,9,78203,,0.1245,0.128,0.1258,,9736.2735,10009.984,9837.937399999999
BTC-23APR26-66000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,66000,C,2026-04-23,1,78203,,0.158,0.1815,0.1625,,12356.074,14193.8445,12707.987500000001
BTC-23APR26-67000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,67000,C,2026-04-23,1,78203,,0.144,0.168,0.1498,,11261.232,13138.104000000001,11714.809399999998
BTC-23APR26-68000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,68000,C,2026-04-23,1,78203,,0.133,0.169,0.1371,,10400.999,13216.307,10721.6313
BTC-23APR26-69000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,69000,C,2026-04-23,1,78203,,0.1185,0.158,0.1244,,9267.0555,12356.074,9728.4532
BTC-23APR26-70000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,70000,C,2026-04-23,1,78203,,0.103,0.1405,0.1117,,8054.909,10987.5215,8735.275099999999
BTC-23APR26-73000-C,2026-04-22,2026-04-22,BTC-23APR26-export.csv,BTC,23APR26,73000,C,2026-04-23,1,78203,,0.0705,0.1075,0.0738,,5513.3115,8406.8225,5771.3814
BTC-24APR26-50000-C,2026-04-22,2026-04-22,BTC-24APR26-export.csv,BTC,24APR26,50000,C,2026-04-24,2,78203,,0.364,0.367,0.3654,,28465.892,28700.501,28575.3762
BTC-24APR26-56000-C,2026-04-22,2026-04-22,BTC-24APR26-export.csv,BTC,24APR26,56000,C,2026-04-24,2,78203,,0.2825,0.291,0.2892,,22092.347499999996,22757.073,22616.3076
