Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-15MAY26-81000-C,2026-04-26,2026-04-26,BTC-15MAY26-export.csv,BTC,15MAY26,81000,C,2026-05-15,19,78657,0.0235,0.0225,0.0235,0.0232,1848.4395,1769.7825,1848.4395,1824.8423999999998
BTC-15MAY26-82000-C,2026-04-26,2026-04-26,BTC-15MAY26-export.csv,BTC,15MAY26,82000,C,2026-05-15,19,78657,0.02,0.018,0.019,0.0186,1573.14,1415.8259999999998,1494.483,1463.0202
BTC-15MAY26-86000-C,2026-04-26,2026-04-26,BTC-15MAY26-export.csv,BTC,15MAY26,86000,C,2026-05-15,19,78657,0.007,0.0065,0.007,0.007,550.599,511.27049999999997,550.599,550.599
BTC-15MAY26-90000-C,2026-04-26,2026-04-26,BTC-15MAY26-export.csv,BTC,15MAY26,90000,C,2026-05-15,19,78657,0.0025,0.0022,0.0025,0.0024,196.6425,173.0454,196.6425,188.77679999999998
BTC-1MAY26-79000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,79000,C,2026-05-01,5,78657,0.017,0.0165,0.0175,0.0169,1337.169,1297.8405,1376.4975000000002,1329.3032999999998
BTC-1MAY26-80000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,80000,C,2026-05-01,5,78657,0.0115,0.011,0.0115,0.0113,904.5554999999999,865.227,904.5554999999999,888.8240999999999
BTC-1MAY26-81000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,81000,C,2026-05-01,5,78657,0.007,0.0065,0.0075,0.0071,550.599,511.27049999999997,589.9275,558.4647
BTC-1MAY26-82000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,82000,C,2026-05-01,5,78657,0.0045,0.0042,0.0045,0.0043,353.95649999999995,330.3594,353.95649999999995,338.2251
BTC-1MAY26-83000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,83000,C,2026-05-01,5,78657,0.0026,0.0023,0.0027,0.0025,204.5082,180.9111,212.37390000000002,196.6425
BTC-1MAY26-84000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,84000,C,2026-05-01,5,78657,0.0012,0.0013,0.0017,0.0015,94.38839999999999,102.2541,133.71689999999998,117.9855
BTC-1MAY26-86000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,86000,C,2026-05-01,5,78657,0.0007,0.0004,0.0007,0.0005,55.0599,31.4628,55.0599,39.3285
BTC-1MAY26-90000-C,2026-04-26,2026-04-26,BTC-1MAY26-export.csv,BTC,1MAY26,90000,C,2026-05-01,5,78657,0.0002,0.0001,0.0003,0.0001,15.7314,7.8657,23.597099999999998,7.8657
BTC-25DEC26-84000-C,2026-04-26,2026-04-26,BTC-25DEC26-export.csv,BTC,25DEC26,84000,C,2026-12-25,243,78657,0.123,0.122,0.1235,0.1227,9674.811,9596.154,9714.1395,9651.2139
