Instrument,date,date_str,source_file,underlying,expiry,strike,option_type,expiry_date,days_till_maturity,underlying_price,Last,Bid,Ask,Mark,Last_USD,Bid_USD,Ask_USD,Mark_USD
BTC-15MAY26-70000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,70000,C,2026-05-15,11,80081,0.089,0.125,0.1285,0.1273,7127.209,10010.125,10290.4085,10194.3113
BTC-15MAY26-74000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,74000,C,2026-05-15,11,80081,0.0545,0.0795,0.082,0.081,4364.4145,6366.4395,6566.642,6486.561000000001
BTC-15MAY26-75000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,75000,C,2026-05-15,11,80081,0.0535,0.068,0.0715,0.0699,4284.3335,5445.508000000001,5725.791499999999,5597.6619
BTC-15MAY26-76000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,76000,C,2026-05-15,11,80081,0.055,0.0575,0.061,0.0596,4404.455,4604.6575,4884.941,4772.8276
BTC-15MAY26-77000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,77000,C,2026-05-15,11,80081,0.0475,0.0485,0.051,0.0499,3803.8475,3883.9285,4084.131,3996.0419
BTC-15MAY26-78000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,78000,C,2026-05-15,11,80081,0.0445,0.04,0.042,0.0412,3563.6045,3203.2400000000002,3363.402,3299.3372
BTC-15MAY26-79000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,79000,C,2026-05-15,11,80081,0.0345,0.0325,0.0335,0.0333,2762.7945000000004,2602.6325,2682.7135000000003,2666.6973000000003
BTC-15MAY26-80000-C,2026-05-04,2026-05-04,BTC-15MAY26-export.csv,BTC,15MAY26,80000,C,2026-05-15,11,80081,0.0255,0.0255,0.0265,0.0262,2042.0655,2042.0655,2122.1465,2098.1222000000002
BTC-22MAY26-76000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,76000,C,2026-05-22,18,80081,0.0605,0.0635,0.0665,0.0655,4844.9005,5085.1435,5325.3865000000005,5245.3055
BTC-22MAY26-77000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,77000,C,2026-05-22,18,80081,0.0444,0.0545,0.0575,0.0565,3555.5964000000004,4364.4145,4604.6575,4524.5765
BTC-22MAY26-78000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,78000,C,2026-05-22,18,80081,0.048,0.047,0.049,0.0482,3843.888,3763.807,3923.969,3859.9042
BTC-22MAY26-79000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,79000,C,2026-05-22,18,80081,0.0435,0.04,0.0405,0.0405,3483.5235,3203.2400000000002,3243.2805000000003,3243.2805000000003
BTC-22MAY26-80000-C,2026-05-04,2026-05-04,BTC-22MAY26-export.csv,BTC,22MAY26,80000,C,2026-05-22,18,80081,0.037,0.033,0.034,0.0336,2962.997,2642.6730000000002,2722.7540000000004,2690.7216
BTC-25DEC26-30000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,30000,C,2026-12-25,235,80081,0.627,0.6355,0.6375,0.6365,50210.787,50891.47549999999,51051.6375,50971.5565
BTC-25DEC26-35000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,35000,C,2026-12-25,235,80081,0.507,0.576,0.578,0.5771,40601.067,46126.655999999995,46286.818,46214.74509999999
BTC-25DEC26-40000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,40000,C,2026-12-25,235,80081,0.451,0.518,0.52,0.5192,36116.531,41481.958,41642.12,41578.0552
BTC-25DEC26-45000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,45000,C,2026-12-25,235,80081,0.437,0.461,0.4635,0.4623,34995.397,36917.341,37117.5435,37021.446299999996
BTC-25DEC26-50000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,50000,C,2026-12-25,235,80081,0.3825,0.4055,0.409,0.4071,30630.982500000002,32472.845500000003,32753.128999999997,32600.9751
BTC-25DEC26-54000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,54000,C,2026-12-25,235,80081,0.2972,0.363,0.3665,0.3649,23800.073200000003,29069.403,29349.6865,29221.5569
BTC-25DEC26-55000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,55000,C,2026-12-25,235,80081,0.342,0.3525,0.3565,0.3545,27387.702,28228.552499999998,28548.8765,28388.7145
BTC-25DEC26-56000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,56000,C,2026-12-25,235,80081,0.3455,0.342,0.346,0.3444,27667.9855,27387.702,27708.025999999998,27579.896399999998
BTC-25DEC26-58000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,58000,C,2026-12-25,235,80081,0.3255,0.322,0.326,0.3243,26066.3655,25786.082000000002,26106.406000000003,25970.2683
BTC-25DEC26-60000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,60000,C,2026-12-25,235,80081,0.2705,0.303,0.3065,0.3047,21661.9105,24264.542999999998,24544.8265,24400.6807
BTC-25DEC26-62000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,62000,C,2026-12-25,235,80081,0.256,0.284,0.288,0.2861,20500.736,22743.003999999997,23063.327999999998,22911.1741
BTC-25DEC26-64000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,64000,C,2026-12-25,235,80081,0.2425,0.266,0.2695,0.2678,19419.642499999998,21301.546000000002,21581.8295,21445.691799999997
BTC-25DEC26-65000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,65000,C,2026-12-25,235,80081,0.2555,0.257,0.2605,0.2589,20460.6955,20580.817,20861.1005,20732.9709
BTC-25DEC26-66000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,66000,C,2026-12-25,235,80081,0.237,0.2485,0.252,0.2504,18979.197,19900.1285,20180.412,20052.2824
BTC-25DEC26-68000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,68000,C,2026-12-25,235,80081,0.207,0.2315,0.2355,0.2335,16576.767,18538.751500000002,18859.0755,18698.913500000002
BTC-25DEC26-70000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,70000,C,2026-12-25,235,80081,0.2085,0.2155,0.219,0.2174,16696.8885,17257.4555,17537.739,17409.6094
BTC-25DEC26-72000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,72000,C,2026-12-25,235,80081,0.2045,0.201,0.2035,0.2019,16376.564499999999,16096.281,16296.483499999998,16168.3539
BTC-25DEC26-74000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,74000,C,2026-12-25,235,80081,0.17,0.1865,0.189,0.1875,13613.77,14935.1065,15135.309,15015.1875
BTC-25DEC26-75000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,75000,C,2026-12-25,235,80081,0.1785,0.1795,0.182,0.1806,14294.458499999999,14374.539499999999,14574.742,14462.6286
BTC-25DEC26-76000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,76000,C,2026-12-25,235,80081,0.1685,0.1725,0.175,0.1738,13493.648500000001,13813.972499999998,14014.175,13918.077800000001
BTC-25DEC26-78000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,78000,C,2026-12-25,235,80081,0.1605,0.1595,0.162,0.1608,12853.0005,12772.9195,12973.122000000001,12877.0248
BTC-25DEC26-80000-C,2026-05-04,2026-05-04,BTC-25DEC26-export.csv,BTC,25DEC26,80000,C,2026-12-25,235,80081,0.148,0.1485,0.1495,0.1488,11851.988,11892.0285,11972.109499999999,11916.0528
BTC-25SEP26-30000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,30000,C,2026-09-25,144,80081,0.5645,0.6295,0.631,0.6303,45205.7245,50410.989499999996,50531.111,50475.054299999996
BTC-25SEP26-35000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,35000,C,2026-09-25,144,80081,0.52,0.5685,0.57,0.5694,41642.12,45526.0485,45646.17,45598.1214
BTC-25SEP26-40000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,40000,C,2026-09-25,144,80081,0.504,0.5075,0.51,0.5089,40360.824,40641.1075,40841.31,40753.2209
BTC-25SEP26-45000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,45000,C,2026-09-25,144,80081,0.4226,0.4475,0.451,0.4495,33842.230599999995,35836.2475,36116.531,35996.4095
BTC-25SEP26-50000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,50000,C,2026-09-25,144,80081,0.3745,0.389,0.3925,0.3909,29990.3345,31151.509000000002,31431.7925,31303.662900000003
BTC-25SEP26-55000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,55000,C,2026-09-25,144,80081,0.32,0.332,0.3355,0.334,25625.920000000002,26586.892,26867.1755,26747.054
BTC-25SEP26-56000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,56000,C,2026-09-25,144,80081,0.3,0.321,0.3245,0.3227,24024.3,25706.001,25986.2845,25842.1387
BTC-25SEP26-58000-C,2026-05-04,2026-05-04,BTC-25SEP26-export.csv,BTC,25SEP26,58000,C,2026-09-25,144,80081,0.2565,0.299,0.3025,0.3009,20540.7765,23944.218999999997,24224.5025,24096.3729
